Epoch [1/350], Loss-Train: 1.0800, Accuracy-Train: 0.4577, Loss-Test: 1.0721, Accuracy-Test: 0.4570
Epoch [35/350], Loss-Train: 1.0451, Accuracy-Train: 0.4577, Loss-Test: 1.0468, Accuracy-Test: 0.4570
Epoch [36/350], Loss-Train: 1.0430, Accuracy-Train: 0.4577, Loss-Test: 1.0395, Accuracy-Test: 0.4570
Epoch [37/350], Loss-Train: 1.0493, Accuracy-Train: 0.4577, Loss-Test: 1.0385, Accuracy-Test: 0.4570
Epoch [38/350], Loss-Train: 1.0473, Accuracy-Train: 0.4577, Loss-Test: 1.0425, Accuracy-Test: 0.4570
Epoch [39/350], Loss-Train: 1.0337, Accuracy-Train: 0.4577, Loss-Test: 0.9985, Accuracy-Test: 0.4570
Epoch [40/350], Loss-Train: 0.9458, Accuracy-Train: 0.4967, Loss-Test: 0.8460, Accuracy-Test: 0.6528
Epoch [41/350], Loss-Train: 0.8027, Accuracy-Train: 0.7013, Loss-Test: 0.7164, Accuracy-Test: 0.7537
Epoch [42/350], Loss-Train: 0.6315, Accuracy-Train: 0.7641, Loss-Test: 0.5595, Accuracy-Test: 0.8012
Epoch [43/350], Loss-Train: 0.5038, Accuracy-Train: 0.8239, Loss-Test: 0.4717, Accuracy-Test: 0.8160
Epoch [44/350], Loss-Train: 0.4288, Accuracy-Train: 0.8510, Loss-Test: 0.4427, Accuracy-Test: 0.8813
Epoch [45/350], Loss-Train: 0.3999, Accuracy-Train: 0.8640, Loss-Test: 0.3877, Accuracy-Test: 0.8472
Epoch [46/350], Loss-Train: 0.3883, Accuracy-Train: 0.8574, Loss-Test: 0.3574, Accuracy-Test: 0.8843
Epoch [47/350], Loss-Train: 0.3615, Accuracy-Train: 0.8756, Loss-Test: 0.3647, Accuracy-Test: 0.8561
Epoch [48/350], Loss-Train: 0.3449, Accuracy-Train: 0.8826, Loss-Test: 0.3531, Accuracy-Test: 0.8783
Epoch [49/350], Loss-Train: 0.3452, Accuracy-Train: 0.8819, Loss-Test: 0.3296, Accuracy-Test: 0.8783
Epoch [50/350], Loss-Train: 0.3362, Accuracy-Train: 0.8681, Loss-Test: 0.3257, Accuracy-Test: 0.8798
Epoch [51/350], Loss-Train: 0.3192, Accuracy-Train: 0.8867, Loss-Test: 0.3671, Accuracy-Test: 0.8531
Epoch [52/350], Loss-Train: 0.3288, Accuracy-Train: 0.8722, Loss-Test: 0.3134, Accuracy-Test: 0.8917
Epoch [53/350], Loss-Train: 0.3356, Accuracy-Train: 0.8718, Loss-Test: 0.3179, Accuracy-Test: 0.8902
Epoch [54/350], Loss-Train: 0.3111, Accuracy-Train: 0.8893, Loss-Test: 0.4496, Accuracy-Test: 0.8101
Epoch [55/350], Loss-Train: 0.3148, Accuracy-Train: 0.8804, Loss-Test: 0.3050, Accuracy-Test: 0.8872
Epoch [56/350], Loss-Train: 0.3325, Accuracy-Train: 0.8830, Loss-Test: 0.3724, Accuracy-Test: 0.8427
Epoch [57/350], Loss-Train: 0.3058, Accuracy-Train: 0.8848, Loss-Test: 0.3453, Accuracy-Test: 0.8858
Epoch [58/350], Loss-Train: 0.3255, Accuracy-Train: 0.8752, Loss-Test: 0.2996, Accuracy-Test: 0.8932
Epoch [59/350], Loss-Train: 0.3098, Accuracy-Train: 0.8841, Loss-Test: 0.3462, Accuracy-Test: 0.8442
Epoch [60/350], Loss-Train: 0.3417, Accuracy-Train: 0.8600, Loss-Test: 0.3393, Accuracy-Test: 0.8427
Epoch [61/350], Loss-Train: 0.2972, Accuracy-Train: 0.8860, Loss-Test: 0.3216, Accuracy-Test: 0.8635
Epoch [62/350], Loss-Train: 0.3095, Accuracy-Train: 0.8826, Loss-Test: 0.3418, Accuracy-Test: 0.8531
Epoch [63/350], Loss-Train: 0.3272, Accuracy-Train: 0.8648, Loss-Test: 0.3549, Accuracy-Test: 0.8828
Epoch [64/350], Loss-Train: 0.3037, Accuracy-Train: 0.8782, Loss-Test: 0.3044, Accuracy-Test: 0.8843
Epoch [65/350], Loss-Train: 0.2982, Accuracy-Train: 0.8845, Loss-Test: 0.2911, Accuracy-Test: 0.8843
Epoch [66/350], Loss-Train: 0.2867, Accuracy-Train: 0.8900, Loss-Test: 0.3026, Accuracy-Test: 0.8724
Epoch [67/350], Loss-Train: 0.2859, Accuracy-Train: 0.8930, Loss-Test: 0.2881, Accuracy-Test: 0.8858
Epoch [68/350], Loss-Train: 0.2914, Accuracy-Train: 0.8830, Loss-Test: 0.3195, Accuracy-Test: 0.8620
Epoch [69/350], Loss-Train: 0.3106, Accuracy-Train: 0.8889, Loss-Test: 0.3609, Accuracy-Test: 0.8754
Epoch [70/350], Loss-Train: 0.3140, Accuracy-Train: 0.8782, Loss-Test: 0.3053, Accuracy-Test: 0.8665
Epoch [71/350], Loss-Train: 0.2953, Accuracy-Train: 0.8830, Loss-Test: 0.2933, Accuracy-Test: 0.8724
Epoch [72/350], Loss-Train: 0.3033, Accuracy-Train: 0.8752, Loss-Test: 0.3126, Accuracy-Test: 0.8828
Epoch [73/350], Loss-Train: 0.2880, Accuracy-Train: 0.8841, Loss-Test: 0.2808, Accuracy-Test: 0.8961
Epoch [74/350], Loss-Train: 0.2907, Accuracy-Train: 0.8900, Loss-Test: 0.2819, Accuracy-Test: 0.8872
Epoch [75/350], Loss-Train: 0.2875, Accuracy-Train: 0.8822, Loss-Test: 0.2888, Accuracy-Test: 0.8932
Epoch [76/350], Loss-Train: 0.2791, Accuracy-Train: 0.8878, Loss-Test: 0.3401, Accuracy-Test: 0.8650
Epoch [77/350], Loss-Train: 0.2758, Accuracy-Train: 0.8889, Loss-Test: 0.3089, Accuracy-Test: 0.8635
Epoch [78/350], Loss-Train: 0.2744, Accuracy-Train: 0.8919, Loss-Test: 0.3063, Accuracy-Test: 0.8887
Epoch [79/350], Loss-Train: 0.2781, Accuracy-Train: 0.8926, Loss-Test: 0.2725, Accuracy-Test: 0.8843
Epoch [80/350], Loss-Train: 0.2898, Accuracy-Train: 0.8938, Loss-Test: 0.3069, Accuracy-Test: 0.8694
Epoch [81/350], Loss-Train: 0.2792, Accuracy-Train: 0.8811, Loss-Test: 0.2646, Accuracy-Test: 0.8961
Epoch [82/350], Loss-Train: 0.2664, Accuracy-Train: 0.8960, Loss-Test: 0.3053, Accuracy-Test: 0.8709
Epoch [83/350], Loss-Train: 0.2685, Accuracy-Train: 0.8915, Loss-Test: 0.2670, Accuracy-Test: 0.8947
Epoch [84/350], Loss-Train: 0.2721, Accuracy-Train: 0.8882, Loss-Test: 0.3092, Accuracy-Test: 0.8605
Epoch [85/350], Loss-Train: 0.2658, Accuracy-Train: 0.8949, Loss-Test: 0.2773, Accuracy-Test: 0.8917
Epoch [86/350], Loss-Train: 0.2660, Accuracy-Train: 0.8912, Loss-Test: 0.2860, Accuracy-Test: 0.8739
Epoch [87/350], Loss-Train: 0.2585, Accuracy-Train: 0.8971, Loss-Test: 0.3158, Accuracy-Test: 0.8591
Epoch [88/350], Loss-Train: 0.2648, Accuracy-Train: 0.8956, Loss-Test: 0.2934, Accuracy-Test: 0.8754
Epoch [89/350], Loss-Train: 0.2727, Accuracy-Train: 0.8904, Loss-Test: 0.3293, Accuracy-Test: 0.8620
Epoch [90/350], Loss-Train: 0.2696, Accuracy-Train: 0.8919, Loss-Test: 0.2655, Accuracy-Test: 0.8872
Epoch [91/350], Loss-Train: 0.2611, Accuracy-Train: 0.9042, Loss-Test: 0.2726, Accuracy-Test: 0.8769
Epoch [92/350], Loss-Train: 0.2557, Accuracy-Train: 0.8956, Loss-Test: 0.2897, Accuracy-Test: 0.8694
Epoch [93/350], Loss-Train: 0.2530, Accuracy-Train: 0.9012, Loss-Test: 0.3004, Accuracy-Test: 0.8620
Epoch [94/350], Loss-Train: 0.2596, Accuracy-Train: 0.8945, Loss-Test: 0.2613, Accuracy-Test: 0.8872
Epoch [95/350], Loss-Train: 0.2451, Accuracy-Train: 0.9034, Loss-Test: 0.2663, Accuracy-Test: 0.8843
Epoch [96/350], Loss-Train: 0.2523, Accuracy-Train: 0.9012, Loss-Test: 0.2681, Accuracy-Test: 0.8872
Epoch [97/350], Loss-Train: 0.2499, Accuracy-Train: 0.9023, Loss-Test: 0.2583, Accuracy-Test: 0.8902
Epoch [98/350], Loss-Train: 0.2617, Accuracy-Train: 0.8945, Loss-Test: 0.2938, Accuracy-Test: 0.8813
Epoch [99/350], Loss-Train: 0.2651, Accuracy-Train: 0.8923, Loss-Test: 0.2916, Accuracy-Test: 0.8991
Epoch [100/350], Loss-Train: 0.2548, Accuracy-Train: 0.8986, Loss-Test: 0.2861, Accuracy-Test: 0.8828
Epoch [101/350], Loss-Train: 0.2576, Accuracy-Train: 0.8893, Loss-Test: 0.3088, Accuracy-Test: 0.8724
Epoch [102/350], Loss-Train: 0.2426, Accuracy-Train: 0.9012, Loss-Test: 0.2500, Accuracy-Test: 0.8991
Epoch [103/350], Loss-Train: 0.2523, Accuracy-Train: 0.9064, Loss-Test: 0.3132, Accuracy-Test: 0.9036
Epoch [104/350], Loss-Train: 0.2531, Accuracy-Train: 0.9008, Loss-Test: 0.2477, Accuracy-Test: 0.8961
Epoch [105/350], Loss-Train: 0.2779, Accuracy-Train: 0.8945, Loss-Test: 0.2557, Accuracy-Test: 0.8902
Epoch [106/350], Loss-Train: 0.2637, Accuracy-Train: 0.8938, Loss-Test: 0.2549, Accuracy-Test: 0.9021
Epoch [107/350], Loss-Train: 0.2455, Accuracy-Train: 0.8978, Loss-Test: 0.2727, Accuracy-Test: 0.8872
Epoch [108/350], Loss-Train: 0.2634, Accuracy-Train: 0.8982, Loss-Test: 0.2447, Accuracy-Test: 0.9021
Epoch [109/350], Loss-Train: 0.2444, Accuracy-Train: 0.8993, Loss-Test: 0.2919, Accuracy-Test: 0.8932
Epoch [110/350], Loss-Train: 0.2385, Accuracy-Train: 0.8975, Loss-Test: 0.3143, Accuracy-Test: 0.8650
Epoch [111/350], Loss-Train: 0.2364, Accuracy-Train: 0.9034, Loss-Test: 0.2421, Accuracy-Test: 0.9006
Epoch [112/350], Loss-Train: 0.2471, Accuracy-Train: 0.8993, Loss-Test: 0.2476, Accuracy-Test: 0.9006
Epoch [113/350], Loss-Train: 0.2621, Accuracy-Train: 0.8971, Loss-Test: 0.2547, Accuracy-Test: 0.8961
Epoch [114/350], Loss-Train: 0.2504, Accuracy-Train: 0.9016, Loss-Test: 0.2618, Accuracy-Test: 0.9050
Epoch [115/350], Loss-Train: 0.2452, Accuracy-Train: 0.8990, Loss-Test: 0.3155, Accuracy-Test: 0.8754
Epoch [116/350], Loss-Train: 0.2442, Accuracy-Train: 0.9075, Loss-Test: 0.2588, Accuracy-Test: 0.8991
Epoch [117/350], Loss-Train: 0.2750, Accuracy-Train: 0.8893, Loss-Test: 0.2482, Accuracy-Test: 0.8991
Epoch [118/350], Loss-Train: 0.2546, Accuracy-Train: 0.8949, Loss-Test: 0.3212, Accuracy-Test: 0.8694
Epoch [119/350], Loss-Train: 0.2395, Accuracy-Train: 0.9019, Loss-Test: 0.2810, Accuracy-Test: 0.8976
Epoch [120/350], Loss-Train: 0.2567, Accuracy-Train: 0.9056, Loss-Test: 0.2980, Accuracy-Test: 0.8798
Epoch [121/350], Loss-Train: 0.2372, Accuracy-Train: 0.9053, Loss-Test: 0.2796, Accuracy-Test: 0.8828
Epoch [122/350], Loss-Train: 0.2529, Accuracy-Train: 0.9090, Loss-Test: 0.2382, Accuracy-Test: 0.8932
Epoch [123/350], Loss-Train: 0.2435, Accuracy-Train: 0.9023, Loss-Test: 0.2474, Accuracy-Test: 0.9006
Epoch [124/350], Loss-Train: 0.2469, Accuracy-Train: 0.8993, Loss-Test: 0.2337, Accuracy-Test: 0.9021
Epoch [125/350], Loss-Train: 0.2559, Accuracy-Train: 0.9008, Loss-Test: 0.2375, Accuracy-Test: 0.8902
Epoch [126/350], Loss-Train: 0.2476, Accuracy-Train: 0.9004, Loss-Test: 0.2430, Accuracy-Test: 0.9036
Epoch [127/350], Loss-Train: 0.2299, Accuracy-Train: 0.9101, Loss-Test: 0.2514, Accuracy-Test: 0.8991
Epoch [128/350], Loss-Train: 0.2305, Accuracy-Train: 0.9042, Loss-Test: 0.2854, Accuracy-Test: 0.9036
Epoch [129/350], Loss-Train: 0.2337, Accuracy-Train: 0.9068, Loss-Test: 0.2687, Accuracy-Test: 0.8798
Epoch [130/350], Loss-Train: 0.2466, Accuracy-Train: 0.8978, Loss-Test: 0.2535, Accuracy-Test: 0.8917
Epoch [131/350], Loss-Train: 0.2365, Accuracy-Train: 0.8967, Loss-Test: 0.2340, Accuracy-Test: 0.8976
Epoch [132/350], Loss-Train: 0.2286, Accuracy-Train: 0.9071, Loss-Test: 0.3199, Accuracy-Test: 0.8709
Epoch [133/350], Loss-Train: 0.2438, Accuracy-Train: 0.9027, Loss-Test: 0.2471, Accuracy-Test: 0.8887
Epoch [134/350], Loss-Train: 0.2468, Accuracy-Train: 0.9045, Loss-Test: 0.2382, Accuracy-Test: 0.8961
Epoch [135/350], Loss-Train: 0.2334, Accuracy-Train: 0.9049, Loss-Test: 0.2360, Accuracy-Test: 0.9065
Epoch [136/350], Loss-Train: 0.2246, Accuracy-Train: 0.9068, Loss-Test: 0.2350, Accuracy-Test: 0.9036
Epoch [137/350], Loss-Train: 0.2218, Accuracy-Train: 0.9108, Loss-Test: 0.2277, Accuracy-Test: 0.9050
Epoch [138/350], Loss-Train: 0.2310, Accuracy-Train: 0.9075, Loss-Test: 0.2716, Accuracy-Test: 0.9021
Epoch [139/350], Loss-Train: 0.2251, Accuracy-Train: 0.9064, Loss-Test: 0.3316, Accuracy-Test: 0.8783
Epoch [140/350], Loss-Train: 0.2345, Accuracy-Train: 0.9019, Loss-Test: 0.3176, Accuracy-Test: 0.8635
Epoch [141/350], Loss-Train: 0.2711, Accuracy-Train: 0.8863, Loss-Test: 0.3361, Accuracy-Test: 0.8605
Epoch [142/350], Loss-Train: 0.2246, Accuracy-Train: 0.9060, Loss-Test: 0.2642, Accuracy-Test: 0.8932
Epoch [143/350], Loss-Train: 0.2249, Accuracy-Train: 0.9101, Loss-Test: 0.2606, Accuracy-Test: 0.9050
Epoch [144/350], Loss-Train: 0.2336, Accuracy-Train: 0.9068, Loss-Test: 0.2243, Accuracy-Test: 0.9050
Epoch [145/350], Loss-Train: 0.2213, Accuracy-Train: 0.9068, Loss-Test: 0.2561, Accuracy-Test: 0.9006
Epoch [146/350], Loss-Train: 0.2622, Accuracy-Train: 0.9030, Loss-Test: 0.2423, Accuracy-Test: 0.8902
Epoch [147/350], Loss-Train: 0.2237, Accuracy-Train: 0.9079, Loss-Test: 0.2394, Accuracy-Test: 0.9050
Epoch [148/350], Loss-Train: 0.2406, Accuracy-Train: 0.8982, Loss-Test: 0.2443, Accuracy-Test: 0.9036
Epoch [149/350], Loss-Train: 0.2284, Accuracy-Train: 0.9094, Loss-Test: 0.2240, Accuracy-Test: 0.9036
Epoch [150/350], Loss-Train: 0.2308, Accuracy-Train: 0.9060, Loss-Test: 0.2574, Accuracy-Test: 0.9021
Epoch [151/350], Loss-Train: 0.2352, Accuracy-Train: 0.9019, Loss-Test: 0.2410, Accuracy-Test: 0.9080
Epoch [152/350], Loss-Train: 0.2239, Accuracy-Train: 0.9097, Loss-Test: 0.2504, Accuracy-Test: 0.8813
Epoch [153/350], Loss-Train: 0.2449, Accuracy-Train: 0.9004, Loss-Test: 0.3085, Accuracy-Test: 0.8828
Epoch [154/350], Loss-Train: 0.2639, Accuracy-Train: 0.8852, Loss-Test: 0.2556, Accuracy-Test: 0.9050
Epoch [155/350], Loss-Train: 0.2223, Accuracy-Train: 0.9064, Loss-Test: 0.2222, Accuracy-Test: 0.9006
Epoch [156/350], Loss-Train: 0.2334, Accuracy-Train: 0.9027, Loss-Test: 0.2780, Accuracy-Test: 0.8769
Epoch [157/350], Loss-Train: 0.2312, Accuracy-Train: 0.9079, Loss-Test: 0.2360, Accuracy-Test: 0.8887
Epoch [158/350], Loss-Train: 0.2370, Accuracy-Train: 0.8956, Loss-Test: 0.2238, Accuracy-Test: 0.9065
Epoch [159/350], Loss-Train: 0.2260, Accuracy-Train: 0.9071, Loss-Test: 0.2233, Accuracy-Test: 0.9050
Epoch [160/350], Loss-Train: 0.2505, Accuracy-Train: 0.8912, Loss-Test: 0.3306, Accuracy-Test: 0.8680
Epoch [161/350], Loss-Train: 0.2235, Accuracy-Train: 0.9064, Loss-Test: 0.2222, Accuracy-Test: 0.9036
Epoch [162/350], Loss-Train: 0.2228, Accuracy-Train: 0.9120, Loss-Test: 0.2266, Accuracy-Test: 0.9110
Epoch [163/350], Loss-Train: 0.2167, Accuracy-Train: 0.9082, Loss-Test: 0.3219, Accuracy-Test: 0.8650
Epoch [164/350], Loss-Train: 0.2232, Accuracy-Train: 0.9019, Loss-Test: 0.2254, Accuracy-Test: 0.9036
Epoch [165/350], Loss-Train: 0.2228, Accuracy-Train: 0.9075, Loss-Test: 0.2467, Accuracy-Test: 0.9050
Epoch [166/350], Loss-Train: 0.2473, Accuracy-Train: 0.8978, Loss-Test: 0.2621, Accuracy-Test: 0.8813
Epoch [167/350], Loss-Train: 0.2230, Accuracy-Train: 0.9056, Loss-Test: 0.2998, Accuracy-Test: 0.9154
Epoch [168/350], Loss-Train: 0.2258, Accuracy-Train: 0.9016, Loss-Test: 0.2267, Accuracy-Test: 0.8976
Epoch [169/350], Loss-Train: 0.2103, Accuracy-Train: 0.9146, Loss-Test: 0.2263, Accuracy-Test: 0.8991
Epoch [170/350], Loss-Train: 0.2348, Accuracy-Train: 0.9123, Loss-Test: 0.2573, Accuracy-Test: 0.8843
Epoch [171/350], Loss-Train: 0.2316, Accuracy-Train: 0.9001, Loss-Test: 0.2292, Accuracy-Test: 0.9154
Epoch [172/350], Loss-Train: 0.2397, Accuracy-Train: 0.8964, Loss-Test: 0.2198, Accuracy-Test: 0.9036
Epoch [173/350], Loss-Train: 0.2266, Accuracy-Train: 0.9016, Loss-Test: 0.2537, Accuracy-Test: 0.8976
Epoch [174/350], Loss-Train: 0.2230, Accuracy-Train: 0.9086, Loss-Test: 0.2202, Accuracy-Test: 0.9050
Epoch [175/350], Loss-Train: 0.2319, Accuracy-Train: 0.9045, Loss-Test: 0.2399, Accuracy-Test: 0.9050
Epoch [176/350], Loss-Train: 0.2251, Accuracy-Train: 0.9004, Loss-Test: 0.2537, Accuracy-Test: 0.8991
Epoch [177/350], Loss-Train: 0.2307, Accuracy-Train: 0.9012, Loss-Test: 0.2424, Accuracy-Test: 0.9080
Epoch [178/350], Loss-Train: 0.2290, Accuracy-Train: 0.9127, Loss-Test: 0.3124, Accuracy-Test: 0.9169
Epoch [179/350], Loss-Train: 0.2170, Accuracy-Train: 0.9086, Loss-Test: 0.3703, Accuracy-Test: 0.8828
Epoch [180/350], Loss-Train: 0.2215, Accuracy-Train: 0.9116, Loss-Test: 0.2331, Accuracy-Test: 0.9065
Epoch [181/350], Loss-Train: 0.2253, Accuracy-Train: 0.9105, Loss-Test: 0.2190, Accuracy-Test: 0.9050
Epoch [182/350], Loss-Train: 0.2133, Accuracy-Train: 0.9105, Loss-Test: 0.2444, Accuracy-Test: 0.9021
Epoch [183/350], Loss-Train: 0.2315, Accuracy-Train: 0.9108, Loss-Test: 0.2217, Accuracy-Test: 0.9036
Epoch [184/350], Loss-Train: 0.2148, Accuracy-Train: 0.9071, Loss-Test: 0.2512, Accuracy-Test: 0.9080
Epoch [185/350], Loss-Train: 0.2304, Accuracy-Train: 0.9049, Loss-Test: 0.2722, Accuracy-Test: 0.8813
Epoch [186/350], Loss-Train: 0.2227, Accuracy-Train: 0.9134, Loss-Test: 0.2217, Accuracy-Test: 0.9110
Epoch [187/350], Loss-Train: 0.2341, Accuracy-Train: 0.9068, Loss-Test: 0.2381, Accuracy-Test: 0.8917
Epoch [188/350], Loss-Train: 0.2117, Accuracy-Train: 0.9127, Loss-Test: 0.2499, Accuracy-Test: 0.9080
Epoch [189/350], Loss-Train: 0.2133, Accuracy-Train: 0.9146, Loss-Test: 0.2180, Accuracy-Test: 0.9036
Epoch [190/350], Loss-Train: 0.2034, Accuracy-Train: 0.9168, Loss-Test: 0.2195, Accuracy-Test: 0.9050
Epoch [191/350], Loss-Train: 0.2071, Accuracy-Train: 0.9142, Loss-Test: 0.2649, Accuracy-Test: 0.8872
Epoch [192/350], Loss-Train: 0.2364, Accuracy-Train: 0.9038, Loss-Test: 0.2622, Accuracy-Test: 0.8798
Epoch [193/350], Loss-Train: 0.2313, Accuracy-Train: 0.9049, Loss-Test: 0.2174, Accuracy-Test: 0.9125
Epoch [194/350], Loss-Train: 0.2226, Accuracy-Train: 0.9108, Loss-Test: 0.2419, Accuracy-Test: 0.9021
Epoch [195/350], Loss-Train: 0.2403, Accuracy-Train: 0.9030, Loss-Test: 0.2482, Accuracy-Test: 0.8991
Epoch [196/350], Loss-Train: 0.2421, Accuracy-Train: 0.8930, Loss-Test: 0.3514, Accuracy-Test: 0.8887
Epoch [197/350], Loss-Train: 0.2196, Accuracy-Train: 0.9060, Loss-Test: 0.2294, Accuracy-Test: 0.8947
Epoch [198/350], Loss-Train: 0.2071, Accuracy-Train: 0.9157, Loss-Test: 0.2860, Accuracy-Test: 0.8694
Epoch [199/350], Loss-Train: 0.2204, Accuracy-Train: 0.9120, Loss-Test: 0.3039, Accuracy-Test: 0.8828
Epoch [200/350], Loss-Train: 0.2530, Accuracy-Train: 0.8923, Loss-Test: 0.2216, Accuracy-Test: 0.9169
Epoch [201/350], Loss-Train: 0.2162, Accuracy-Train: 0.9108, Loss-Test: 0.2232, Accuracy-Test: 0.9095
Epoch [202/350], Loss-Train: 0.2054, Accuracy-Train: 0.9164, Loss-Test: 0.2237, Accuracy-Test: 0.8976
Epoch [203/350], Loss-Train: 0.2171, Accuracy-Train: 0.9097, Loss-Test: 0.2731, Accuracy-Test: 0.8887
Epoch [204/350], Loss-Train: 0.2156, Accuracy-Train: 0.9120, Loss-Test: 0.3728, Accuracy-Test: 0.8828
Epoch [205/350], Loss-Train: 0.2186, Accuracy-Train: 0.9101, Loss-Test: 0.2906, Accuracy-Test: 0.8724
Epoch [206/350], Loss-Train: 0.2156, Accuracy-Train: 0.9134, Loss-Test: 0.2155, Accuracy-Test: 0.9021
Epoch [207/350], Loss-Train: 0.2130, Accuracy-Train: 0.9157, Loss-Test: 0.2848, Accuracy-Test: 0.8739
Epoch [208/350], Loss-Train: 0.2232, Accuracy-Train: 0.9127, Loss-Test: 0.2233, Accuracy-Test: 0.8976
Epoch [209/350], Loss-Train: 0.2120, Accuracy-Train: 0.9164, Loss-Test: 0.2245, Accuracy-Test: 0.8947
Epoch [210/350], Loss-Train: 0.2166, Accuracy-Train: 0.9168, Loss-Test: 0.2257, Accuracy-Test: 0.8917
Epoch [211/350], Loss-Train: 0.2244, Accuracy-Train: 0.9112, Loss-Test: 0.2422, Accuracy-Test: 0.8947
Epoch [212/350], Loss-Train: 0.2061, Accuracy-Train: 0.9153, Loss-Test: 0.2829, Accuracy-Test: 0.8872
Epoch [213/350], Loss-Train: 0.2289, Accuracy-Train: 0.9071, Loss-Test: 0.2397, Accuracy-Test: 0.8858
Epoch [214/350], Loss-Train: 0.2171, Accuracy-Train: 0.9134, Loss-Test: 0.2417, Accuracy-Test: 0.8872
